uid,true_label,gemini_label,correct
d4be5e68-a12e-43ed-853e-ae2ff153674e,no-damage,no-damage,True
92782e55-5397-4fc1-ac64-062985c8f86c,no-damage,no-damage,True
e0878613-0c6a-453d-917a-41105b4b3ec9,no-damage,no-damage,True
051d7b79-f2ef-4ca0-a1e7-7199136b4d81,no-damage,no-damage,True
5779624b-ddfd-4508-9a64-548d1fc264fa,no-damage,no-damage,True
c8fa352a-973e-4cd3-a9b9-e45946a3633f,no-damage,no-damage,True
5071223d-2be4-4fb7-a5d3-d057b2c3f03f,no-damage,no-damage,True
8ee95eea-3cdf-481e-8504-74c755022a21,no-damage,no-damage,True
e16ec249-4109-4253-9b03-2e573037d6d7,no-damage,no-damage,True
6afb2e67-ed83-4eba-a7e9-1a83e52cf584,no-damage,no-damage,True
93a72156-432e-414e-b9c3-a24ac240c267,no-damage,no-damage,True
5b59d12c-d7d7-4f95-9eb9-78aa30a47c19,no-damage,no-damage,True
2f0b8381-a289-4883-9c12-52a52aacd8e1,no-damage,no-damage,True
340f7f53-1efc-4c06-b2de-21d07e4c3339,no-damage,no-damage,True
2dec3611-b1bb-4260-8ffa-9039e9e44816,no-damage,no-damage,True
7a92cb9f-1159-4e94-95e2-ec92370142e0,no-damage,no-damage,True
474e7f9d-a801-4884-a962-e4c82c50df12,no-damage,no-damage,True
8dc37ea5-9708-428f-ac8a-1bade392d6df,no-damage,no-damage,True
92b4bcbe-5bc4-4dc3-b622-54cffbcaca58,no-damage,no-damage,True
013d03e9-ed49-4ea5-829e-f6a8830fea19,no-damage,no-damage,True
2163d000-5246-4225-9418-0fd59f9b11a1,no-damage,no-damage,True
3a0d32c8-8088-4979-823e-1d7074524fec,no-damage,no-damage,True
4997fe17-0d26-4a72-8197-956fa9b8518c,no-damage,no-damage,True
f0ff573e-11ef-4585-8e81-b566564177b4,no-damage,no-damage,True
f868659c-60a7-4e7a-8911-52b65e1ed8ad,destroyed,no-damage,False
ae8e772d-0e58-4394-af2b-6716436a7aca,no-damage,no-damage,True
edd7b4c3-a5e7-44b7-a185-0e18dae6a9cd,no-damage,no-damage,True
5686bc31-09b7-4eea-a1b4-b39d2e1e2a46,no-damage,no-damage,True
95e4d486-3d44-48e7-9a6a-e08c43222478,no-damage,no-damage,True
b8ea888f-b8a2-42e3-a4e3-62cffe93217c,minor-damage,major-damage,False
6be66ff5-adb0-425c-b094-e283469a9e3a,no-damage,no-damage,True
b515aa2f-7a25-4b8e-9d02-c45897434e22,destroyed,no-damage,False
13bdee40-4520-4d8c-b868-5dab3e0ca104,destroyed,no-damage,False
d33593d7-1974-4ac7-83ab-4d62cfee0e4d,destroyed,no-damage,False
76654b1e-df7c-4bac-a9a6-abb75921f440,destroyed,destroyed,True
3a669e2a-ff96-450e-a5c9-ac9b8ac7aacb,destroyed,no-damage,False
c2ab316d-29cb-481c-9c39-8bc272d0dcbe,destroyed,no-damage,False
38bd76e8-63e9-46d6-82ca-efed16c00e1c,destroyed,no-damage,False
1970b22f-9613-481f-93c9-c6429e9d52e5,destroyed,no-damage,False
55e8c898-2bac-4f3f-8b6a-fdbc45f0c4b2,destroyed,destroyed,True
2482f06c-f5d9-49cd-a01d-e7d5c27119a9,destroyed,no-damage,False
a8421d0a-b587-4445-94f1-3d59c6c4e085,no-damage,no-damage,True
728153b8-25c1-4ae5-b44a-c8e8b78b4a77,destroyed,no-damage,False
6395c1c2-830d-4de9-b4f6-e7e9f672cb63,no-damage,no-damage,True
c2858349-00e5-4635-94b7-d6e3626237c7,no-damage,destroyed,False
1e665cae-e21b-4fa1-88d4-36292a014e84,no-damage,no-damage,True
53546411-bfc5-4e4e-8876-f8ed425e92b1,no-damage,no-damage,True
810fe0b1-a9a0-4f7a-a6df-0abb78f5b900,no-damage,no-damage,True
ead7a33e-e38e-40f1-bb17-303e5f78737a,no-damage,no-damage,True
2924f19e-a877-413d-ab9b-c69a91552f51,no-damage,no-damage,True
4ffc162f-7e50-4cd8-afee-5225aff67edd,no-damage,no-damage,True
043ba729-b5cf-4da0-80b9-26b434100ccb,no-damage,no-damage,True
eee50a01-3b7c-41e7-afd4-7ebae519d1db,no-damage,no-damage,True
3b8222f9-04ef-4b3c-ba46-9ae9a5e30a18,no-damage,minor-damage,False
faf79aca-90fb-4864-9410-254f01367231,no-damage,no-damage,True
845ef69a-2b2b-4762-8d43-b8b219c9bed8,no-damage,no-damage,True
bd7def27-39df-417b-ac28-f9b8dc71ea07,no-damage,no-damage,True
d4f1640a-2a29-4a2a-bdd8-7e2bd9105e5d,no-damage,no-damage,True
1e8c5304-1890-4a33-beac-f8b75d4553df,no-damage,minor-damage,False
34b94daa-1812-4324-b67c-a3f41f7981d5,no-damage,no-damage,True
f2b1676a-6d49-4668-b649-510ca859c994,no-damage,no-damage,True
0a577e59-b600-4891-80c1-03e3af0b7ca9,no-damage,no-damage,True
1587cc97-d254-4e93-b60e-195660b64ed4,no-damage,no-damage,True
4c80b8c3-beac-4f85-8673-3ab8dde34f30,no-damage,no-damage,True
e2977e96-f577-4345-88db-a859d01d7daf,no-damage,major-damage,False
f79c2c4e-3fcf-4dc2-8611-ede12cd54804,no-damage,no-damage,True
1d1fd93b-e7bf-4c8e-8d2d-d8c053c95776,no-damage,no-damage,True
89beeea8-3ef2-4646-b7da-74b84aa2c02d,no-damage,no-damage,True
00a4b00f-2d1c-4529-a6fe-28a29836572e,no-damage,no-damage,True
6e736470-2b1f-4b06-9c5c-d5fac29b5a62,no-damage,no-damage,True
4323bbdb-cc9c-490e-bf75-5fa81e23c496,no-damage,no-damage,True
45d8dae2-c96c-43f8-bf22-6c4e39517bec,no-damage,no-damage,True
f1996076-1d77-4b5f-924b-b866c1d2be64,no-damage,no-damage,True
0b81a185-54ff-4579-acea-4ec757599641,no-damage,no-damage,True
9f909e86-4ff0-4b91-89bf-f4d4a1bc9190,no-damage,no-damage,True
729e7857-d53c-41e1-ac76-1cd00f5df86b,no-damage,no-damage,True
f3bd42bf-1cc2-40bf-bd02-4cd8365ec4b0,no-damage,no-damage,True
7311149e-d446-4030-969e-da298bf3e8ac,no-damage,no-damage,True
caa957e4-143c-4b01-9656-838ae8d5bee7,no-damage,no-damage,True
5c4a3074-c7cb-4a4e-9a0d-00aaa9cf40d9,no-damage,no-damage,True
c30f8607-ec04-4f1b-b108-47e5d7bc8750,no-damage,no-damage,True
d99d38d4-e1a7-48c3-86bf-83799e8fc0ef,no-damage,no-damage,True
207f86c5-34b4-413a-a4a5-f32946166e23,no-damage,no-damage,True
8b3d7a7b-21f1-4e41-805a-13374d62bf68,no-damage,no-damage,True
074116e0-5c59-4239-9771-9dcdc7348893,no-damage,no-damage,True
efa0723c-6b5b-4a93-b670-a8d9b684d773,minor-damage,no-damage,False
044e0db9-43ee-4985-9ad0-62e1b46e7138,no-damage,no-damage,True
fc6aae26-0ce7-4a6f-8d39-0a9651257b71,no-damage,no-damage,True
f3591b53-979a-469f-b685-a7bb6bfb6934,no-damage,no-damage,True
d97b33dd-e1af-4c9e-8efb-e284d8e969f1,no-damage,no-damage,True
5478956e-719a-485d-8723-856d0ded8dff,no-damage,no-damage,True
4abf1fb7-153f-4720-97b7-624c3ebbfe3d,no-damage,no-damage,True
fdd17f26-1b50-462d-b435-7ff5582c2579,no-damage,no-damage,True
ed778687-205a-4920-b321-8436d03e666d,no-damage,no-damage,True
b65fd935-5449-4eb4-96d8-c59a455f52e0,no-damage,no-damage,True
2c37f150-9056-480a-8eff-320a81389018,no-damage,no-damage,True
6e66aace-c8ec-4be1-b8ed-d6e409c802fc,no-damage,no-damage,True
6c1b9358-2ade-42c2-8d74-4c77e00fbd1c,no-damage,no-damage,True
b83a856d-0b46-4c7c-99e5-5b4dbf970477,no-damage,no-damage,True
46d582c5-2915-4a37-8d41-245136b8196c,no-damage,no-damage,True
23e244e1-a67f-40aa-aa53-48de150050dc,no-damage,no-damage,True
b24f8bd7-e724-4404-9bcb-052a2980a37d,no-damage,no-damage,True
535fc168-ab49-4268-acbf-bed2ef0ca3c7,no-damage,no-damage,True
7655e9e3-cccb-4c4c-b5b6-909e071e82be,no-damage,no-damage,True
ecd38e01-26b3-4e9b-b78d-6f3d4a347fa4,no-damage,no-damage,True
7c4fe456-b66a-4f72-bfdd-df1b2bd1f2a1,no-damage,no-damage,True
1e8bd4cd-7d35-4aa7-bd54-56cad5a07e21,no-damage,no-damage,True
d215f428-1203-49d4-b2ac-b9c2ac537cd5,no-damage,no-damage,True
96e072ab-e92d-4997-bb59-5f8c3e717b01,no-damage,no-damage,True
0d0dc7c3-1ec7-44e0-9a9e-2491cd6fd535,no-damage,no-damage,True
6536273e-cd43-44a1-b1e1-e457dc248a26,no-damage,no-damage,True
ecbcf428-8cb0-4790-b03d-36b1f4bd0c79,no-damage,no-damage,True
95a8ff15-b7e5-413d-ac90-03db12a8cde1,no-damage,no-damage,True
a4dc954c-e1e7-4493-b211-0349b7a42385,no-damage,no-damage,True
03609216-53c0-4f72-a357-c8fdb5bed54b,no-damage,no-damage,True
0da8f266-73bc-4531-acd6-52c42097c934,no-damage,no-damage,True
bd7244db-490a-4322-9975-fee27da31d11,no-damage,no-damage,True
49746b42-5780-4b57-ba25-7e47eb75a810,no-damage,no-damage,True
45681b85-d86d-423c-91d4-edddd9897e78,no-damage,no-damage,True
edeb9866-96a0-475a-b91e-eb514dfb90fc,no-damage,no-damage,True
9884626a-264b-4f8b-bd05-ffa3b2fb0900,no-damage,no-damage,True
a9953d2f-fbce-4200-bf06-fcea7ef6cbe1,no-damage,no-damage,True
70d64450-34ba-4724-90e8-c0c2dcf70c38,no-damage,no-damage,True
c8cedfb7-c2de-4cef-99ea-5b6ec64b66dd,no-damage,no-damage,True
db3c8a2f-b106-476c-9c1b-aa4d59842114,no-damage,no-damage,True
2bc4f9a4-839f-44f7-9c0e-b1dab86f254f,no-damage,no-damage,True
adf6c174-807f-49c2-a973-f3d3800ecadb,no-damage,no-damage,True
1d888463-3bff-4668-b034-fdac1610fe88,no-damage,no-damage,True
02370f1b-71dc-4d94-91ad-eb0f15294a86,no-damage,no-damage,True
a59071f1-833d-4c8d-8832-777c6905a173,no-damage,no-damage,True
72ed05af-ecaa-430a-b099-761425cf735d,no-damage,no-damage,True
cd47b97a-956c-4720-8eb1-f2785348a6a6,no-damage,no-damage,True
13db6d32-d71d-4d9a-aeb6-3da0a4ae7cf6,no-damage,no-damage,True
02f438ce-e33a-47af-ae5e-34a74071dfa1,no-damage,no-damage,True
b62c579f-11b4-4efe-a169-79e6d599c1f2,no-damage,no-damage,True
396c5c63-1c34-4427-9693-af244f510d02,no-damage,no-damage,True
ce4da8c2-6c3c-45e2-8541-5f09cf5283a5,no-damage,no-damage,True
708a306a-068f-4295-838d-c363b8c5412b,no-damage,no-damage,True
06e65966-d382-4b67-8b0a-dd69d3259a89,no-damage,no-damage,True
bb7bb4cf-c997-4706-890c-1fbbdf3f70f0,no-damage,no-damage,True
3088a1de-b5cd-488e-8274-a4fa2305f053,no-damage,no-damage,True
a97a555b-f234-4ae0-8c8b-a8081d657d8f,no-damage,no-damage,True
d56eaf85-f047-4e07-9bba-9af36c4f65c8,no-damage,no-damage,True
3b901a27-50f2-4001-8d61-196746483dbc,no-damage,no-damage,True
85e437c6-be92-46d9-84f4-5097b3d32c9d,no-damage,no-damage,True
2f2c0f14-01a5-490c-ab5b-438ebe33ba05,no-damage,no-damage,True
b2b62c5e-4743-4195-b08d-c3679f3f0729,no-damage,no-damage,True
13fb695c-9026-4cb7-96d7-506913da3f3c,no-damage,no-damage,True
c974ab37-3d34-4647-bd17-72e4db433e8e,no-damage,no-damage,True
3499e802-3fe2-4ae5-9776-ac5ef2f3463f,no-damage,no-damage,True
7517115e-aadf-4eb9-8ac8-0d84b175dc90,no-damage,no-damage,True
fb22d1ef-66e7-46fb-adf1-e068ae00ac4d,no-damage,no-damage,True
b88ef3a3-f8e5-4903-accb-ef2b448832fb,no-damage,no-damage,True
b7e77416-18f0-4e47-bb38-7848b3143ed9,no-damage,no-damage,True
a8839eda-eee0-46ab-a4ee-a8ff7b8a1932,no-damage,no-damage,True
2403838c-7fb0-4573-9d45-b7f6b7d53e3c,no-damage,no-damage,True
1a58dcdb-b459-4803-9cdf-4cf1a5e7a728,no-damage,no-damage,True
7d649a76-253a-4ba5-9709-ea527c90ab4c,no-damage,no-damage,True
1cabd50a-f625-4149-a6ec-6426ba9236e6,no-damage,no-damage,True
705387bc-bce5-430c-8872-3f28182d84ac,no-damage,no-damage,True
d6a0dae7-25a1-40c0-8e15-cdd4d6b6c0de,no-damage,no-damage,True
8d4e4ae2-3180-4e67-a8ea-015c59bb3c66,no-damage,no-damage,True
f22cd185-a33e-4a57-9076-5c95043c1ada,no-damage,no-damage,True
b8e47995-c3d0-442d-a7f0-098b35a7d130,no-damage,no-damage,True
97b46999-8594-4a27-8825-7d8718bec9f1,no-damage,no-damage,True
a81d2d98-2600-4dea-a0b8-3b872fb5dcc1,no-damage,no-damage,True
b3861672-2180-4c05-93df-4c2a304d87c9,no-damage,no-damage,True
8368871f-fb37-49f7-b95a-5d8552f96d03,no-damage,no-damage,True
3b80bd06-5fb3-4456-85a0-6ab694712066,no-damage,no-damage,True
6e44bf39-298c-4d73-9489-884cf3536fd7,no-damage,no-damage,True
41dd5c36-985d-46b9-8fc2-2b0be272ef3e,no-damage,no-damage,True
6ca4548f-c667-445b-ae5b-dcabe8c3650b,no-damage,no-damage,True
a320d090-f0f2-4d44-a116-8945607c9605,no-damage,no-damage,True
74f705d8-16a0-48ff-ba16-0f633440da64,no-damage,no-damage,True
fb4ecf46-5f66-46d9-8e5a-2d36a9b16cfd,destroyed,no-damage,False
5ccc932c-8eb1-46a7-808d-801e65962010,destroyed,destroyed,True
6bf6c14d-712d-461f-b66f-c1d6d07ccab5,destroyed,destroyed,True
274cf17f-1c8a-42fe-a7f3-afb4db01406a,destroyed,destroyed,True
6e8c0865-8159-4531-8f49-4dc104700aa1,no-damage,no-damage,True
1ea5e2fd-cc71-47e2-9c00-316cdacf2140,no-damage,no-damage,True
2639f782-242f-4f08-b810-0833f42e7c56,no-damage,no-damage,True
f8ae9f31-f4b4-4b6f-b258-57b96b950600,no-damage,no-damage,True
c2c9f1b9-5ba3-4d31-8ae2-412b6d895eef,no-damage,no-damage,True
4a2cc686-a060-4ff8-aeb7-3cc912fe79af,no-damage,no-damage,True
6f44cf32-60e4-47a0-adb7-6c547617ce2c,no-damage,no-damage,True
9680b7f5-3a59-4976-b97f-52a2a26d283a,no-damage,no-damage,True
a9b08dd1-0e97-4746-a01b-d4c7c122aac4,no-damage,no-damage,True
c31d2ee7-f2ee-4a1b-92ea-f3ff56bcb70a,no-damage,no-damage,True
18d15520-02dd-4b90-91f2-5394caa9b7bd,no-damage,no-damage,True
f89a5569-8efc-414e-9ccb-c18ebed863e2,no-damage,no-damage,True
f8bdcf35-08da-4f72-814a-9a81a163cf11,no-damage,no-damage,True
cd28df53-8814-47b7-8a51-3abe6210a6e5,no-damage,no-damage,True
2c304aba-61ab-4cf4-b039-b4eb1a31c816,no-damage,no-damage,True
e83f7316-eef3-4ecb-a57a-ff8cfe21f4e2,no-damage,no-damage,True
99934b72-4ffc-4e57-9656-ae963c13f52d,no-damage,major-damage,False
823e1009-1612-48d6-91e0-63d33ad08aa0,no-damage,destroyed,False
a0ed22e9-f1b8-46db-b49a-4c3723d3af7a,no-damage,no-damage,True
a06f160d-5100-4a2a-b167-47c91c96e0d7,no-damage,no-damage,True
9d6f9d29-716a-4f48-b7c3-3126269bbbbe,no-damage,no-damage,True
69f946f8-0648-4ffe-bd96-8af3ec5ec1ba,no-damage,no-damage,True
d6876732-85de-45b9-8f1b-64fde1d61021,no-damage,destroyed,False
50232563-881a-45b6-a80a-fb3c69d6a149,no-damage,no-damage,True
49a62f92-d2b0-4917-ab98-69567c5fc40f,no-damage,no-damage,True
eff0f005-12ff-4f52-9124-63b7a8097550,no-damage,no-damage,True
42c31650-9232-48b8-9e10-e3fe29f59975,no-damage,no-damage,True
e6b4e5b0-ad7b-4956-9b5c-9edee3d9dd70,no-damage,no-damage,True
07e72508-22fc-4467-848f-e017d5a280fa,no-damage,no-damage,True
c4950007-e321-49a3-a23d-bfec7ec77f7b,no-damage,no-damage,True
b8f83af5-776f-4717-ad04-7e8dd3713041,no-damage,no-damage,True
67feca16-9a6a-414d-a9f8-9ad6dd982704,no-damage,no-damage,True
066c9465-ee0a-4f67-8236-a1ef57b83b7c,no-damage,no-damage,True
93a2813f-4c3e-49ae-91f0-5e397cf71618,no-damage,no-damage,True
31e65715-bcf2-4b30-86bb-993c996d1840,no-damage,no-damage,True
c7e56403-d166-4d52-8c8d-81fd67210688,no-damage,no-damage,True
df7dc490-36d1-43fa-ac0e-77ba39910e18,no-damage,destroyed,False
2eac9088-7ac2-4851-b41d-23e2c7537ce8,no-damage,no-damage,True
db42a8d7-5021-47b6-bc91-e38ef9d07509,no-damage,no-damage,True
cd62dd5c-83eb-433d-b0c3-3c8a837f3c2a,no-damage,no-damage,True
e6c1827d-f66b-4be5-a668-380cb5873233,no-damage,no-damage,True
0268dcbe-ff8b-43fe-a403-120d2909b341,no-damage,no-damage,True
a8d26960-bddf-4c0f-a760-6d586517d59e,no-damage,no-damage,True
8280edd9-3b7b-49d6-94a7-2391c023bf86,no-damage,no-damage,True
b3e00ff0-6d80-4095-9c45-7d26913c0946,no-damage,no-damage,True
c93df1e4-5597-4f5b-8e07-68c290c4575c,no-damage,no-damage,True
223fb760-01da-4ddc-b4a3-1814cae391c0,no-damage,no-damage,True
577d401a-b97b-446c-aa5f-00d3d8c27e10,no-damage,no-damage,True
e08efd8e-7231-48e0-addb-1750635d72ee,no-damage,no-damage,True
53ccf8b1-e5a6-41dc-96d5-5db1d7c30fb9,no-damage,no-damage,True
9ea1546a-c8a4-490f-babc-3dc3a7c02b5d,no-damage,no-damage,True
81d57773-536e-4c5e-a283-649fabf5580a,destroyed,destroyed,True
16bf755f-2907-43b8-8cb1-7c0c323e5855,destroyed,no-damage,False
cee6b2f2-34b8-4134-8855-04533bd5f8ea,destroyed,no-damage,False
41a1c4fe-2f47-48c8-a664-b8938bc5e9b5,destroyed,destroyed,True
14a59b67-7113-424e-b9d5-9300c3d228fc,destroyed,no-damage,False
b372adb7-0444-4216-a82a-2cad14503f80,destroyed,no-damage,False
ae6b3cc6-7414-4bac-9174-cc668d21858d,destroyed,no-damage,False
2f3c07bd-c0de-488c-9e57-037f9ba27efd,destroyed,no-damage,False
5c89e55d-d19f-4ab9-926c-fe169bb2b623,destroyed,destroyed,True
52849afc-47b2-4437-9750-96738453e57a,destroyed,no-damage,False
879e7969-d672-45df-9aca-691bc46dfa5e,destroyed,destroyed,True
083d377c-3cbe-4c1c-9084-2633cad9d4cb,destroyed,no-damage,False
003a4d33-c306-4c0c-bee6-723ef5dbc458,destroyed,destroyed,True
ea465477-4dca-44e5-a9a7-3a3417cdd10d,destroyed,no-damage,False
c372d1c2-8f87-4ebf-bfac-d7dcb3c7efd2,destroyed,no-damage,False
8ab50026-e690-47b2-b64e-d8ea8993efc8,destroyed,no-damage,False
b652d25f-0b42-458d-8b2a-33f0a28b1cda,destroyed,no-damage,False
bd47a2f5-6b8f-48b5-b35b-90913cd66bba,destroyed,destroyed,True
76ceefaa-08d9-4a09-9a3d-8f768fd09ee3,destroyed,no-damage,False
72b436c2-904a-4f79-8fc6-7508d045cff8,destroyed,no-damage,False
d918ee06-d735-4a5f-8ecb-7d8a06ce76cf,destroyed,no-damage,False
2874e161-1bf5-4bd6-b505-f0edcb4a49c8,destroyed,no-damage,False
2ee2dc00-07d1-45ca-909d-07ed8c5d905e,destroyed,no-damage,False
01972b65-abbf-4f15-81ce-1295d8f392d6,destroyed,no-damage,False
56ba6502-8719-4246-a38c-64bf6e4a7944,destroyed,no-damage,False
b604082e-b4d9-4150-ba3f-069ffe28f0d6,destroyed,destroyed,True
139f5456-88e0-4514-936a-12ec3072ffc0,destroyed,destroyed,True
619aaf9e-6af9-46a8-9900-7bbaa446be20,destroyed,no-damage,False
6c8c3127-960d-43e9-b2bf-20b5633dec95,destroyed,no-damage,False
fb4b3814-7e0b-48a1-a8b1-418acef9f2dd,destroyed,destroyed,True
3b81ff5a-ba06-41b4-bc6a-9b631f4c57c7,destroyed,destroyed,True
59e69801-1379-429b-80c5-d1b394bec734,destroyed,no-damage,False
75ae6990-eae1-4b50-bc66-eeae0bd8bcb4,destroyed,no-damage,False
731a04a2-690e-431d-a259-d5bc723d39e7,destroyed,destroyed,True
a14264db-b3e3-4b53-a4af-99d392c63763,destroyed,no-damage,False
9ab23b79-712a-4533-9c12-a17ea713b56d,destroyed,destroyed,True
e87ddd46-a58f-4911-951f-42278c053fbe,destroyed,no-damage,False
449268df-b699-47e7-a709-08a9bfc62766,destroyed,destroyed,True
145fd621-6106-4527-828c-1b80cb307377,destroyed,destroyed,True
40566dc1-9ba8-4db3-822f-a9b9b6bf8122,destroyed,destroyed,True
a3e59c0c-7475-4c19-9815-747917a570f0,destroyed,destroyed,True
20a2de7d-f964-43e5-9265-8e1d41e62a86,destroyed,destroyed,True
510621f9-0738-45ba-87bc-6fc3a7ac8f72,destroyed,no-damage,False
36896f7e-4ac4-4794-8a52-306cfd8a02ea,destroyed,no-damage,False
47eac273-1d9e-446e-b19d-fb4176a959f6,destroyed,destroyed,True
2adfae62-9fd4-4a65-b162-acee85aa642f,destroyed,no-damage,False
9f8d3ccd-25f7-42ae-b27f-f7afd10d03eb,destroyed,no-damage,False
36dbf476-df6f-4b20-a044-ee54078ac480,destroyed,no-damage,False
b8dc9525-db2a-4c66-a6ac-fdf385214c0d,destroyed,no-damage,False
a466fba8-3ed5-4865-82c2-719841a151bc,destroyed,no-damage,False
da8e1280-4b4e-433a-8e7a-7a42b16b2237,destroyed,no-damage,False
779ce7dc-ec80-4384-a5bb-2b982acb3866,destroyed,no-damage,False
a32707b2-a6a3-47d5-81b6-8bf396dc72e6,destroyed,destroyed,True
a6a7eb7a-347c-4a35-bc38-68293d45e191,destroyed,no-damage,False
4e31a9c5-3425-441a-951f-e54c4bd189d9,destroyed,destroyed,True
768b99b5-4c55-420c-8606-265e50ba56cd,destroyed,destroyed,True
300d07a6-4cdf-494b-ad76-daa2fe08fdaa,destroyed,destroyed,True
37539753-5e31-4ffc-8578-49280a2c163b,destroyed,no-damage,False
5ba485fe-3405-4211-a284-3ab389cf32f0,destroyed,destroyed,True
d9743b30-bfee-48d2-8e68-9faa68542c2a,destroyed,no-damage,False
e38e0606-280b-4ee0-9e01-a693329a996a,destroyed,destroyed,True
16a7c948-a31e-4725-8771-4f0341efbdfa,destroyed,no-damage,False
6475837e-6335-497a-828a-a38cbfbdeffb,destroyed,no-damage,False
a9452412-8029-41f2-962d-ddd1085eb3de,destroyed,no-damage,False
1666ba21-5441-4890-ac6e-e2bf5c15897e,destroyed,no-damage,False
980bc4cb-e59d-44ee-b315-364cfa5b380e,destroyed,no-damage,False
9d400180-e22d-4622-b256-7e9078718916,destroyed,no-damage,False
400350e4-9510-464a-b04e-1fd100a887f1,destroyed,destroyed,True
58531977-ec53-44a6-adef-b024f7a8b950,destroyed,no-damage,False
4f5c5cb7-34e2-46b1-ae96-c550685cb37d,destroyed,no-damage,False
852dd1bb-0b32-471a-b384-4ce1e11f97c4,destroyed,destroyed,True
b2c4ead5-a5ab-456c-acd0-73a4253b5b30,destroyed,destroyed,True
009991fe-3dc6-4b2a-839b-9e31747606d9,destroyed,no-damage,False
72823182-229c-496e-90f1-4501790e62c5,destroyed,no-damage,False
8b37678c-8129-42d5-ba22-f23326da9801,destroyed,no-damage,False
e9bbbfef-bbe7-4089-8f27-4e48c087b0ee,destroyed,no-damage,False
49e1baad-f70b-46ad-9484-4f2aed21de20,destroyed,no-damage,False
510ca2d3-3d21-4a17-92ff-afce51106e8e,destroyed,no-damage,False
82af9c93-e79a-4c3a-a50d-1a216feea439,destroyed,no-damage,False
4e15a23b-e0b9-4774-be0a-e0428d0888f3,destroyed,destroyed,True
94234c5f-5a10-499e-94ed-81ebee09a5b5,destroyed,destroyed,True
1276f4c2-aba2-4451-bc69-4c70c6239c61,destroyed,no-damage,False
9fa61efa-e3c3-4e91-b286-4439dba494b7,destroyed,destroyed,True
f6ea0128-e47f-49c3-af80-36312f20bf28,destroyed,destroyed,True
5a88ee68-cfa5-4795-a9bc-554619036bbf,destroyed,no-damage,False
df0a7afc-dc77-444c-94bd-932eff098fb4,destroyed,no-damage,False
532567a4-1367-4970-b858-cdf21c3e33a7,destroyed,destroyed,True
65f55890-958e-4985-87f3-5e0f8e8d6e88,destroyed,no-damage,False
56c64a55-78d9-4f39-928e-76bacff1470a,destroyed,destroyed,True
9fc76d9a-224a-4796-93e3-c0214899e18d,destroyed,no-damage,False
2f66f665-ffbd-4f58-8a4d-bd04a4ba9ca5,destroyed,destroyed,True
54539e5b-83bd-4fc5-a0ae-4e018a9a6883,no-damage,minor-damage,False
ad0d90cb-d62a-4b4b-ad12-f4204e0da54a,no-damage,no-damage,True
40a568be-5fc1-41cf-babc-40fb7c6d69b1,destroyed,no-damage,False
9d1994fa-1716-4326-9e0d-63e171889297,destroyed,no-damage,False
27e8b2ae-68e3-4112-8e88-4da599df03bd,destroyed,no-damage,False
50e430af-ef26-4afb-a842-fac7ee5c5de8,destroyed,no-damage,False
df0b9cf2-2762-4441-9435-ef4e7f47144d,destroyed,no-damage,False
c30bad33-b2f3-4a47-9e85-3148e96a7f15,destroyed,no-damage,False
4d08d3ee-c4aa-44bf-95f8-56f55982626b,destroyed,destroyed,True
55b0f75d-9ffc-448d-9e21-2a3ce4dba180,destroyed,no-damage,False
9db31433-c517-4381-9047-d0716145c06a,destroyed,no-damage,False
8ce9f9a7-7085-45f1-9c37-fe0b059514d8,destroyed,no-damage,False
e5eb5ec7-c52f-4ee3-9ddd-89b750eb7ebd,destroyed,destroyed,True
3d8e2411-994c-4002-b4f2-13987f5a0744,destroyed,no-damage,False
70d8b92b-124c-4d75-97b2-aaa69f64b70a,destroyed,no-damage,False
376b76f3-209f-4ea1-9d1b-4c4f45996e0f,destroyed,no-damage,False
0a0d7926-d422-4f25-9a64-79e7353585c8,destroyed,no-damage,False
0d248927-76f6-4d7e-8294-8396703dde10,destroyed,no-damage,False
39e0854d-7e45-41cb-8c85-b642075f7299,destroyed,destroyed,True
94d202d0-1a11-4ee7-8e99-6de148ce23c0,destroyed,destroyed,True
6c50e434-0536-4500-8087-ce48acb3bc00,destroyed,destroyed,True
d9f85d7f-9190-494e-8a0b-fb2e7fdb9039,destroyed,no-damage,False
9f1d2b0c-2b1c-499f-af77-0b3eaeba7437,destroyed,no-damage,False
c6f78f51-c1ed-478d-82ea-936fb83f6cdd,destroyed,no-damage,False
c9bc6b49-5c23-47fc-8de0-91763c57915d,destroyed,destroyed,True
02828c14-1206-435a-9156-51f4aa0541bf,destroyed,no-damage,False
9aec4b67-730b-4c64-bc4d-2de54178067a,destroyed,major-damage,False
a2736d59-4222-4905-9f56-996f91eb827b,destroyed,no-damage,False
6aa576ae-d042-41e2-8d93-c3f6409fd5f6,destroyed,no-damage,False
78bf847d-5ebd-4975-b7b9-b85ced0f2e55,destroyed,no-damage,False
a81f767c-4102-43f0-b0f5-87ccf48f6bda,destroyed,destroyed,True
f02122ba-2c1b-4540-8091-633441c692ac,destroyed,no-damage,False
e4b38780-662a-406f-bbdc-346618cc90bf,destroyed,no-damage,False
1f22a597-b5e9-44ca-940c-e9d93e90429e,destroyed,no-damage,False
646677ac-3d51-4621-a0ff-434e3a104db6,destroyed,destroyed,True
06e5de1b-79da-485e-a9f4-36716ce36b7c,destroyed,no-damage,False
16313146-e552-4ebc-a0e0-0e9173872e8a,destroyed,destroyed,True
